osm_id,composite_risk,priority,other_feature_recommendation
28321133,0.22027181642660845,False,Intervene due to high lanes
47108201,0.26041254426103616,False,Intervene due to high lanes
206474865,0.2061983621080221,False,Intervene due to high lanes
53728472,0.21638984261640135,False,Intervene due to high lanes
78136501,0.22915689125430666,False,Intervene due to high lanes
118251175,0.3150803801819214,False,Intervene due to high lanes
36495831,0.2716982499341908,False,Intervene due to high lanes
152843298,0.25229005887133904,False,Intervene due to high lanes
247777159,0.2934244494511585,False,Intervene due to high lanes
110390569,0.3487830216659161,False,Intervene due to high lanes
41802911,0.22295036996455192,False,Intervene due to high lanes
154520875,0.20533396237438592,False,Intervene due to high lanes
1288106036,0.22251486965252731,False,Intervene due to high lanes
118535170,0.2363680237098189,False,Intervene due to high lanes
43449056,0.20694344228516479,False,Intervene due to high lanes
405582505,0.3627944034262909,False,Intervene due to high lanes
109037239,0.08728477590401622,False,Intervene due to high segment_width
30705201,0.26621453805906176,False,Intervene due to high lanes
96383808,0.7687309820060593,True,Intervene due to high lanes
37729738,0.2543476192803967,False,Intervene due to high lanes
107030067,0.24428475568862112,False,Intervene due to high lanes
2679610,0.660374649869687,True,Intervene due to high lanes
544227906,0.24069867585488822,False,Intervene due to high lanes
125571011,0.249111234777742,False,Intervene due to high lanes
28422653,0.21131308408610824,False,Intervene due to high lanes
319768659,0.2360523907833888,False,Intervene due to high lanes
4970567,0.2826450698443382,False,Intervene due to high lanes
28296729,0.23397482298974995,False,Intervene due to high lanes
186255468,0.24643351369091604,False,Intervene due to high lanes
4794370,0.22638899854673086,False,Intervene due to high lanes
259050024,1.1082859755613588,True,Intervene due to high lanes
43323900,0.31338384430523536,False,Intervene due to high lanes
455553996,0.6513500006141666,True,Intervene due to high lanes
48811097,0.2557367352712757,False,Intervene due to high lanes
1291050586,0.22546527832398178,False,Intervene due to high lanes
908997429,0.009100084876345074,False,Intervene due to high mean_curvature
233576853,0.2075663504453512,False,Intervene due to high lanes
23520512,0.2209027662838163,False,Intervene due to high lanes
161964181,0.220281210591181,False,Intervene due to high lanes
27276449,0.23773446784505,False,Intervene due to high lanes
921326553,0.20834082512058433,False,Intervene due to high lanes
23518792,0.28335712414356024,False,Intervene due to high lanes
911226737,0.31506880989848945,False,Intervene due to high lanes
28312347,0.2449738932081709,False,Intervene due to high lanes
